Year/Month,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,No. of cos.,Average_PER(times),Average_PBR(times),"Average_Earnings
Per Share(Yen)","Average_Net Assets
Per Share(Yen)","Weighted average_
PER(times)","Weighted average_
PBR(times)","Weighted average_
Earnings(￥)","Weighted average_
Net Assets(￥)"
2024/02,スタンダード市場,Standard,19 その他製品,19 Other Products,62.0,9.7,0.6,123.78,2083.27,15.6,0.7,35765000000.0,754424000000.0
2024/02,スタンダード市場,Standard,20 電気・ガス業,20 Electric Power & Gas,3.0,45.6,0.3,48.54,6560.52,37.6,0.3,1463000000.0,158851000000.0
2024/02,スタンダード市場,Standard,21 陸運業,21 Land Transportation,21.0,79.7,0.6,24.9,3487.58,14.4,0.6,16416000000.0,380575000000.0
2024/02,スタンダード市場,Standard,22 海運業,22 Marine Transportation,6.0,6.4,0.6,220.29,2297.74,4.4,0.6,20007000000.0,157900000000.0
2024/02,スタンダード市場,Standard,23 空運業,23 Air Transportation,3.0,13.8,5.3,134.79,349.79,9.2,1.4,6020000000.0,40912000000.0
2024/02,スタンダード市場,Standard,24 倉庫・運輸関連業,24 Warehousing & Harbor Transportation Services,22.0,8.7,0.5,155.91,2652.96,12.8,0.6,15945000000.0,338833000000.0
2024/02,スタンダード市場,Standard,25 情報・通信業,25 Information & Communication,181.0,20.6,1.9,67.76,728.07,30.2,3.0,147569406000.0,1507179488000.0
2024/02,スタンダード市場,Standard,26 卸売業,26 Wholesale Trade,165.0,12.3,0.8,148.61,2207.44,13.0,1.0,184897000000.0,2504919000000.0
2024/02,スタンダード市場,Standard,27 小売業,27 Retail Trade,176.0,35.5,1.5,35.94,864.61,42.0,1.8,103161891000.0,2352636823324.0
2024/02,スタンダード市場,Standard,28 銀行業,28 Banks,11.0,13.8,0.3,81.78,3345.81,17.7,0.8,23058162256.0,500050390000.0
2024/02,スタンダード市場,Standard,29 証券、商品先物取引業,29 Securities & Commodity Futures,18.0,13.1,0.8,60.48,944.98,13.5,1.0,20931000000.0,283523000000.0
2024/02,スタンダード市場,Standard,30 保険業,30 Insurance,"=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－"""
2024/02,スタンダード市場,Standard,31 その他金融業,31 Other Financing Business,13.0,12.2,1.2,52.89,524.4,10.0,0.9,79345000000.0,871892000000.0
2024/02,スタンダード市場,Standard,32 不動産業,32 Real Estate,68.0,8.4,0.9,121.32,1165.07,9.6,0.9,109545000000.0,1163655846500.0
2024/02,スタンダード市場,Standard,33 サービス業,33 Services,195.0,14.3,1.2,79.79,918.38,15.2,1.5,138615193000.0,1416204086343.0
2024/02,グロース市場,Growth,総合,Composite,557.0,50.1,3.6,27.06,371.77,280.4,4.0,26276296571.0,1863690284998.0
2024/02,グロース市場,Growth,総合（金融業を除く）,Non-Financial,545.0,51.4,3.7,26.12,365.43,297.0,4.0,23247958571.0,1739733747998.0
2024/02,グロース市場,Growth,　　　　　 製造業,　　　　 Manufacturing ,69.0,"=""－""",3.2,-21.16,245.02,"=""－""",2.8,-56973115000.0,362953864000.0
2024/02,グロース市場,Growth,　　　　 非製造業,　　　　 Non-Manufacturing ,476.0,43.2,3.7,32.97,382.88,73.4,4.3,80221073571.0,1376779883998.0
2024/02,グロース市場,Growth,1 水産・農林業,"1 Fishery,Agriculture & Forestry","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－"""
2024/02,グロース市場,Growth,2 鉱業,2 Mining,"=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－"""
2024/02,グロース市場,Growth,3 建設業,3 Construction,7.0,19.5,1.5,52.48,680.96,24.5,2.0,2173000000.0,27274000000.0
2024/02,グロース市場,Growth,4 食料品,4 Foods,4.0,"=""－""",6.1,-70.66,260.72,"=""－""",6.8,-2157000000.0,9477000000.0
2024/02,グロース市場,Growth,5 繊維製品,5 Textiles & Apparels,"=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－"""
2024/02,グロース市場,Growth,6 パルプ・紙,6 Pulp & Paper,"=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－"""
2024/02,グロース市場,Growth,7 化学,7 Chemicals,4.0,"=""－""",2.3,-17.36,359.02,"=""－""",1.8,-951000000.0,17449000000.0
2024/02,グロース市場,Growth,8 医薬品,8 Pharmaceutical,34.0,"=""－""",3.9,-38.88,129.44,"=""－""",3.5,-51012049000.0,147439780000.0
2024/02,グロース市場,Growth,9 石油・石炭製品,9 Oil & Coal Products,"=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－"""
2024/02,グロース市場,Growth,10 ゴム製品,10 Rubber Products,"=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－"""
2024/02,グロース市場,Growth,11 ガラス・土石製品,11 Glass & Ceramics Products,"=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－"""
2024/02,グロース市場,Growth,12 鉄鋼,12 Iron & Steel,"=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－"""
2024/02,グロース市場,Growth,13 非鉄金属,13 Nonferrous Metals,2.0,"=""－""",1.7,-84.37,634.56,"=""－""",1.7,-1686000000.0,9904000000.0
2024/02,グロース市場,Growth,14 金属製品,14 Metal Products,"=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－"""
2024/02,グロース市場,Growth,15 機械,15 Machinery,4.0,"=""－""",2.8,-19.6,226.18,"=""－""",2.6,-891066000.0,15176084000.0
2024/02,グロース市場,Growth,16 電気機器,16 Electric Appliances,6.0,158.0,3.8,8.76,365.99,"=""＊""",4.1,7000000.0,20545000000.0
2024/02,グロース市場,Growth,17 輸送用機器,17 Transportation Equipment,3.0,23.3,3.9,87.32,515.83,28.0,4.0,1410000000.0,9876000000.0
2024/02,グロース市場,Growth,18 精密機器,18 Precision Instruments,5.0,"=""－""",2.4,-24.43,114.83,"=""－""",1.7,-5555000000.0,54844000000.0
2024/02,グロース市場,Growth,19 その他製品,19 Other Products,7.0,23.2,1.8,38.42,505.04,33.5,1.7,3862000000.0,78243000000.0
2024/02,グロース市場,Growth,20 電気・ガス業,20 Electric Power & Gas,1.0,"=""－""",2.4,-51.12,422.37,"=""－""",2.4,-1526000000.0,12608000000.0
2024/02,グロース市場,Growth,21 陸運業,21 Land Transportation,"=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－"""
2024/02,グロース市場,Growth,22 海運業,22 Marine Transportation,"=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－"""
2024/02,グロース市場,Growth,23 空運業,23 Air Transportation,1.0,10.9,2.6,94.91,396.44,10.9,2.6,5726000000.0,23917000000.0
2024/02,グロース市場,Growth,24 倉庫・運輸関連業,24 Warehousing & Harbor Transportation Services,1.0,8.3,1.6,60.92,316.16,8.3,1.6,628000000.0,3259000000.0
2024/02,グロース市場,Growth,25 情報・通信業,25 Information & Communication,231.0,76.1,4.5,18.93,317.02,622.9,5.2,4956529000.0,598343097280.0
2024/02,グロース市場,Growth,26 卸売業,26 Wholesale Trade,9.0,33.0,2.7,34.53,422.98,25.2,3.0,3948000000.0,33197000000.0
2024/02,グロース市場,Growth,27 小売業,27 Retail Trade,30.0,81.6,3.6,15.58,349.87,92.5,4.1,2927083000.0,65619584169.0
2024/02,グロース市場,Growth,28 銀行業,28 Banks,"=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－"""
2024/02,グロース市場,Growth,29 証券、商品先物取引業,29 Securities & Commodity Futures,4.0,22.7,3.0,115.53,883.79,47.3,5.1,5840338000.0,54257537000.0
2024/02,グロース市場,Growth,30 保険業,30 Insurance,4.0,54.2,1.6,20.92,703.39,"=""－""",2.5,-3373000000.0,61604000000.0
2024/02,グロース市場,Growth,31 その他金融業,31 Other Financing Business,4.0,31.4,5.9,73.35,391.5,61.3,4.2,561000000.0,8095000000.0
2024/02,グロース市場,Growth,32 不動産業,32 Real Estate,21.0,15.8,2.2,98.6,712.32,41.7,2.4,7323863000.0,125215840549.0
2024/02,グロース市場,Growth,33 サービス業,33 Services,175.0,31.7,3.4,45.73,422.04,36.5,4.0,54064598571.0,487346362000.0
2024/02,－,－,大型株,Large ,99.0,24.7,2.6,342.25,3266.47,20.3,1.8,29412977384615.0,338212959000000.0
2024/02,－,－,中型株,Medium ,398.0,19.4,1.5,191.64,2424.94,19.1,1.3,13752009818400.0,201050380420697.0
2024/02,－,－,小型株,Small ,1648.0,15.5,1.1,128.39,1853.53,16.7,1.1,5989202143977.0,88072950535568.0
2024/03,プライム市場,Prime,総合,Composite,1642.0,18.3,1.4,164.18,2146.71,20.2,1.6,48449103106735.0,621815335560771.0
2024/03,プライム市場,Prime,総合（金融業を除く）,Non-Financial,1527.0,18.9,1.5,162.64,2046.56,20.5,1.7,42564281205255.0,513052950657771.0
2024/03,プライム市場,Prime,　　　　　 製造業,　　　　 Manufacturing ,715.0,20.4,1.4,171.24,2465.03,22.3,1.8,23633531013240.0,295220507016044.0
2024/03,プライム市場,Prime,　　　　 非製造業,　　　　 Non-Manufacturing ,812.0,17.4,1.6,155.07,1678.08,18.3,1.6,18930750192015.0,217832443641727.0
2024/03,プライム市場,Prime,1 水産・農林業,"1 Fishery,Agriculture & Forestry",6.0,13.1,1.1,181.5,2257.68,14.3,1.1,54244000000.0,679567000000.0
2024/03,プライム市場,Prime,2 鉱業,2 Mining,5.0,5.0,0.7,821.71,5577.33,7.4,0.7,478146000000.0,5165292000000.0
2024/03,プライム市場,Prime,3 建設業,3 Construction,75.0,17.9,1.2,143.62,2213.65,14.8,1.2,1397712000000.0,16805870978000.0
2024/03,プライム市場,Prime,4 食料品,4 Foods,68.0,25.4,1.3,115.16,2167.25,22.2,1.7,1505552000000.0,19541809739064.0
2024/03,プライム市場,Prime,5 繊維製品,5 Textiles & Apparels,21.0,22.5,1.1,117.0,2502.83,25.5,0.9,139856709440.0,3767796709440.0
2024/03,プライム市場,Prime,6 パルプ・紙,6 Pulp & Paper,10.0,30.9,0.7,61.8,2772.74,107.4,0.7,17634000000.0,2590229000000.0
2024/03,プライム市場,Prime,7 化学,7 Chemicals,123.0,18.0,1.2,155.74,2377.07,22.1,1.6,2494180000000.0,34526277000000.0
2024/03,プライム市場,Prime,8 医薬品,8 Pharmaceutical,34.0,23.3,1.4,129.92,2126.71,29.7,2.2,1464566000000.0,20131725000000.0
2024/03,プライム市場,Prime,9 石油・石炭製品,9 Oil & Coal Products,6.0,10.2,1.0,204.52,2178.23,9.7,0.8,474131000000.0,5778671000000.0
2024/03,プライム市場,Prime,10 ゴム製品,10 Rubber Products,11.0,12.6,1.1,255.45,2983.48,12.8,1.2,549164000000.0,5825941000000.0
2024/03,プライム市場,Prime,11 ガラス・土石製品,11 Glass & Ceramics Products,23.0,28.2,1.5,163.62,3085.6,26.8,1.1,256020000000.0,6117163577965.0
2024/03,プライム市場,Prime,12 鉄鋼,12 Iron & Steel,22.0,9.3,0.8,324.8,3867.98,7.1,0.8,1197284000000.0,10748588000000.0
2024/03,プライム市場,Prime,13 非鉄金属,13 Nonferrous Metals,21.0,13.3,0.8,199.8,3196.47,13.4,0.9,466062000000.0,7098963000000.0
2024/03,プライム市場,Prime,14 金属製品,14 Metal Products,29.0,20.5,0.8,101.65,2558.23,19.3,1.0,246472000000.0,4777226000000.0
2024/03,プライム市場,Prime,15 機械,15 Machinery,112.0,21.5,1.8,211.4,2493.72,21.7,2.0,2345283160000.0,25860405114064.0
2024/03,プライム市場,Prime,16 電気機器,16 Electric Appliances,130.0,23.7,2.0,195.18,2315.92,26.4,2.5,5808987643800.0,61826244858416.0
2024/03,プライム市場,Prime,17 輸送用機器,17 Transportation Equipment,41.0,21.2,1.0,140.61,2926.44,21.2,1.5,5084014500000.0,72571768017095.0
2024/03,プライム市場,Prime,18 精密機器,18 Precision Instruments,27.0,22.2,1.9,155.58,1807.29,28.4,3.4,649991000000.0,5465129000000.0
2024/03,プライム市場,Prime,19 その他製品,19 Other Products,37.0,16.5,1.5,185.27,2100.95,22.0,2.4,934333000000.0,8592570000000.0
2024/03,プライム市場,Prime,20 電気・ガス業,20 Electric Power & Gas,21.0,33.8,0.8,50.39,2159.47,"=""－""",0.8,-43514000000.0,13751833923976.0
2024/03,プライム市場,Prime,21 陸運業,21 Land Transportation,39.0,16.9,1.2,189.72,2767.38,19.1,1.3,1235480000000.0,18026315000000.0
2024/03,プライム市場,Prime,22 海運業,22 Marine Transportation,5.0,2.5,0.9,1302.78,3841.97,2.1,0.9,2553771000000.0,6257386000000.0
2024/03,プライム市場,Prime,23 空運業,23 Air Transportation,2.0,23.3,1.6,131.76,1878.8,22.8,1.6,123900000000.0,1727348000000.0
2024/03,プライム市場,Prime,24 倉庫・運輸関連業,24 Warehousing & Harbor Transportation Services,13.0,10.6,1.0,266.53,2871.93,11.6,1.0,127306000000.0,1507754000000.0
2024/03,プライム市場,Prime,25 情報・通信業,25 Information & Communication,181.0,26.8,2.5,100.88,1070.14,29.3,1.9,3085085000000.0,48380608000000.0
2024/03,プライム市場,Prime,26 卸売業,26 Wholesale Trade,125.0,12.1,1.2,244.33,2448.93,11.3,1.5,5619308000000.0,41944635000000.0
2024/03,プライム市場,Prime,27 小売業,27 Retail Trade,135.0,25.9,2.0,126.24,1603.71,30.6,2.5,1784465192015.0,22028653106233.0
2024/03,プライム市場,Prime,28 銀行業,28 Banks,67.0,9.6,0.5,217.23,4561.9,15.1,0.8,4113588901480.0,76717692903000.0
2024/03,プライム市場,Prime,29 証券、商品先物取引業,29 Securities & Commodity Futures,19.0,17.3,1.1,76.07,1206.21,28.3,1.0,268041000000.0,7766544000000.0
2024/03,プライム市場,Prime,30 保険業,30 Insurance,9.0,39.6,1.6,78.48,1959.82,29.7,1.6,791366000000.0,14870670000000.0
2024/03,プライム市場,Prime,31 その他金融業,31 Other Financing Business,20.0,13.1,1.1,226.15,2679.51,16.5,1.2,711826000000.0,9407478000000.0
2024/03,プライム市場,Prime,32 不動産業,32 Real Estate,50.0,14.8,1.7,180.32,1529.84,16.8,1.5,1242596000000.0,14059308000000.0
2024/03,プライム市場,Prime,33 サービス業,33 Services,155.0,18.8,2.1,105.75,959.76,37.3,1.7,1272251000000.0,27497872633518.0
2024/03,スタンダード市場,Standard,総合,Composite,1601.0,15.3,0.9,99.21,1693.42,17.7,1.1,1625641456482.0,25203373457132.0
2024/03,スタンダード市場,Standard,総合（金融業を除く）,Non-Financial,1559.0,15.4,0.9,100.11,1699.96,18.2,1.2,1492148294226.0,23506846067132.0
2024/03,スタンダード市場,Standard,　　　　　 製造業,　　　　 Manufacturing ,645.0,14.8,0.8,115.7,2190.4,16.8,0.9,638066622560.0,12128924840281.0
2024/03,スタンダード市場,Standard,　　　　 非製造業,　　　　 Non-Manufacturing ,914.0,15.9,1.0,89.1,1353.87,19.2,1.4,854081671666.0,11377921226851.0
2024/03,スタンダード市場,Standard,1 水産・農林業,"1 Fishery,Agriculture & Forestry",6.0,17.7,1.3,115.05,1603.44,14.0,0.9,3925000000.0,59016000000.0
2024/03,スタンダード市場,Standard,2 鉱業,2 Mining,1.0,22.2,4.6,62.02,303.04,22.2,4.6,3652720000.0,17846720000.0
2024/03,スタンダード市場,Standard,3 建設業,3 Construction,71.0,13.3,0.8,140.98,2393.33,14.0,1.0,88471212000.0,1235425254684.0
2024/03,スタンダード市場,Standard,4 食料品,4 Foods,53.0,23.6,1.2,90.93,1739.71,21.4,1.2,51109000000.0,897532914595.0
2024/03,スタンダード市場,Standard,5 繊維製品,5 Textiles & Apparels,28.0,17.2,0.6,73.46,2026.73,15.9,0.6,18142000000.0,446476000000.0
2024/03,スタンダード市場,Standard,6 パルプ・紙,6 Pulp & Paper,14.0,10.1,0.6,137.55,2286.7,10.6,0.6,12258000000.0,208479000000.0
2024/03,スタンダード市場,Standard,7 化学,7 Chemicals,83.0,15.5,0.8,131.02,2425.34,15.7,0.9,90893000000.0,1592896011697.0
2024/03,スタンダード市場,Standard,8 医薬品,8 Pharmaceutical,7.0,12.5,0.9,112.33,1573.46,12.2,1.0,5580000000.0,67674000000.0
2024/03,スタンダード市場,Standard,9 石油・石炭製品,9 Oil & Coal Products,4.0,44.8,0.9,26.88,1363.54,66.6,1.0,1073000000.0,71980000000.0
2024/03,スタンダード市場,Standard,10 ゴム製品,10 Rubber Products,7.0,10.0,0.7,167.89,2351.38,12.8,0.7,9393000000.0,162974000000.0
2024/03,スタンダード市場,Standard,11 ガラス・土石製品,11 Glass & Ceramics Products,30.0,21.9,0.8,68.94,1838.41,21.0,1.1,26960000000.0,537982000000.0
2024/03,スタンダード市場,Standard,12 鉄鋼,12 Iron & Steel,20.0,8.7,0.6,196.17,3075.94,12.3,0.6,23584000000.0,513000000000.0
2024/03,スタンダード市場,Standard,13 非鉄金属,13 Nonferrous Metals,11.0,12.2,0.8,103.45,1631.88,13.8,0.8,5591000000.0,92661000000.0
2024/03,スタンダード市場,Standard,14 金属製品,14 Metal Products,59.0,13.0,0.6,143.84,3146.18,16.2,0.6,37361000000.0,991526000000.0
2024/03,スタンダード市場,Standard,15 機械,15 Machinery,105.0,13.5,0.8,135.93,2184.5,14.6,0.9,124816000000.0,1969349000000.0
2024/03,スタンダード市場,Standard,16 電気機器,16 Electric Appliances,101.0,15.5,0.9,113.71,1919.0,14.4,1.0,141698622560.0,1948138913989.0
2024/03,スタンダード市場,Standard,17 輸送用機器,17 Transportation Equipment,44.0,22.3,0.7,77.79,2472.22,52.1,0.7,21836000000.0,1547986000000.0
2024/03,スタンダード市場,Standard,18 精密機器,18 Precision Instruments,17.0,15.3,1.1,66.69,954.82,12.4,1.3,34275000000.0,322360000000.0
2024/03,スタンダード市場,Standard,19 その他製品,19 Other Products,62.0,10.7,0.6,112.13,2083.29,16.7,0.7,33497000000.0,757910000000.0
2024/03,スタンダード市場,Standard,20 電気・ガス業,20 Electric Power & Gas,3.0,25.6,0.3,86.37,6652.37,20.8,0.3,2704000000.0,161864000000.0
2024/03,スタンダード市場,Standard,21 陸運業,21 Land Transportation,21.0,75.2,0.6,26.9,3496.4,14.5,0.6,16666000000.0,381679000000.0
2024/03,スタンダード市場,Standard,22 海運業,22 Marine Transportation,6.0,8.9,0.6,162.71,2262.74,4.7,0.6,19247000000.0,157438000000.0
2024/03,スタンダード市場,Standard,23 空運業,23 Air Transportation,3.0,14.4,5.6,134.79,349.79,9.4,1.4,6020000000.0,40912000000.0
2024/03,スタンダード市場,Standard,24 倉庫・運輸関連業,24 Warehousing & Harbor Transportation Services,22.0,9.0,0.5,155.98,2652.82,13.5,0.6,15945000000.0,338833000000.0
2024/03,スタンダード市場,Standard,25 情報・通信業,25 Information & Communication,181.0,19.6,1.8,66.78,724.13,28.9,2.8,149164333333.0,1518229000000.0
2024/03,スタンダード市場,Standard,26 卸売業,26 Wholesale Trade,165.0,12.7,0.8,141.03,2142.27,13.6,1.0,182493000000.0,2519548000000.0
2024/03,スタンダード市場,Standard,27 小売業,27 Retail Trade,176.0,34.8,1.5,37.75,868.21,36.9,1.8,119086687000.0,2373935581324.0
2024/03,スタンダード市場,Standard,28 銀行業,28 Banks,11.0,14.7,0.4,81.78,3345.81,20.3,0.9,23058162256.0,500050390000.0
2024/03,スタンダード市場,Standard,29 証券、商品先物取引業,29 Securities & Commodity Futures,18.0,13.4,0.9,63.31,941.89,10.9,1.0,27368000000.0,288633000000.0
2024/03,スタンダード市場,Standard,30 保険業,30 Insurance,"=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－"""
2024/03,スタンダード市場,Standard,31 その他金融業,31 Other Financing Business,13.0,11.6,1.2,56.43,550.56,10.2,0.9,83067000000.0,907844000000.0
2024/03,スタンダード市場,Standard,32 不動産業,32 Real Estate,65.0,8.8,0.9,124.88,1203.02,10.1,1.0,109149000000.0,1152968846500.0
2024/03,スタンダード市場,Standard,33 サービス業,33 Services,194.0,14.7,1.2,76.91,905.51,15.3,1.5,137557719333.0,1420225824343.0
2024/03,グロース市場,Growth,総合,Composite,558.0,46.9,3.5,28.29,381.28,149.5,3.8,48868179571.0,1922888723718.0
2024/03,グロース市場,Growth,総合（金融業を除く）,Non-Financial,547.0,48.1,3.5,27.19,374.3,165.7,3.8,41288179571.0,1783389723718.0
2024/03,グロース市場,Growth,　　　　　 製造業,　　　　 Manufacturing ,70.0,"=""－""",3.1,-20.55,250.6,"=""－""",2.6,-44983066000.0,374280084000.0
2024/03,グロース市場,Growth,　　　　 非製造業,　　　　 Non-Manufacturing ,477.0,40.5,3.5,34.2,392.46,67.8,4.2,86271245571.0,1409109639718.0
2024/03,グロース市場,Growth,1 水産・農林業,"1 Fishery,Agriculture & Forestry","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－"""
2024/03,グロース市場,Growth,2 鉱業,2 Mining,"=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－""","=""－"""
